busca,titulo,empresa,local,publicado_ha,salario
analista de dados,Analista de Dados Júnior,HOUER CONSULTORIA E CONCESSOES LTDA,"Rio de Janeiro, Rio de Janeiro",mais de 30 dias,R$ 3 mil (fornecido pela empresa)
analista de dados,"Analista de Dados - Júnior, Pleno e Sênior | Remoto",CAPCO,"São Paulo, São Paulo",mais de 30 dias,R$ 6 mil (fornecido pela empresa)
analista de dados,Analista de Dados Trainee,Lamparima Gestão de Pessoas,"Cascavel, Paraná",12 dia(s),R$ 2 mil (fornecido pela empresa)
analista de dados,Analista de Dados Júnior,PREVTOTAL LABORATORIO DE IMAGEM LTDA,"Rio de Janeiro, Rio de Janeiro",19 dia(s),R$ 4 mil (fornecido pela empresa)
analista de dados,Analista de Dados - BI - O Boticário,M GIRAO PERFUMARIA E COSMETICOS LTDA.,"São Paulo, São Paulo",mais de 30 dias,R$ 2 mil (fornecido pela empresa)
analista de dados,V360 - Analista Funcional de sistemas SAP Junior,V360,Trabalho remoto,26 dia(s),R$ 4 mil - R$ 5 mil (fornecido pela empresa)
analista de dados,Analista de Dados PL,VENHA SER #SANGUELARANJA,Guarulhos,4 dia(s),R$ 12 mil (fornecido pela empresa)
analista de dados,Analista de Estratégia e Dados Pleno,Cielo,Barueri,5 dia(s),R$ 5 mil - R$ 6 mil (fornecido pela empresa)
analista de dados,Pessoa Analista de Recursos Humanos JR,Knewin,Trabalho remoto,12 dia(s),R$ 3 mil (fornecido pela empresa)
analista de dados,PESSOA ANALISTA DE DADOS SÊNIOR,YDUQS - Vagas Tech,Trabalho remoto,25 dia(s),R$ 4 mil (fornecido pela empresa)
analista de dados,Corporativo | Analista de Dados,GRUPO HABIB'S,"São Paulo, São Paulo",mais de 30 dias,R$ 3 mil (fornecido pela empresa)
analista de dados,Analista de Marketing de Conteúdo (Remoto),Agência Rei,Barueri,4 dia(s),R$ 3 mil (fornecido pela empresa)
analista de dados,Analista de Dados,RIADE 1 LTDA,Brusque,12 dia(s),R$ 3 mil - R$ 4 mil (fornecido pela empresa)
analista de dados,Analista de Dados | BI,Faça parte do nosso time,"São Paulo, São Paulo",11 dia(s),R$ 4 mil (fornecido pela empresa)
analista de dados,ANALISTA DE OPERAÇÕES LOGÍSTICAS JR,CONTRAIL LOGÍSTICA,"Sorocaba, São Paulo",6 dia(s),R$ 3 mil (fornecido pela empresa)
analista de dados,ANALISTA DE DADOS,ENGEMAN MANUTENCAO DE EQUIPAMENTOS COM E INDUSTRIA LTDA,Macaé,mais de 30 dias,R$ 5 mil - R$ 6 mil (fornecido pela empresa)
analista de dados,Analista de Pesquisa e Desenvolvimento Pleno,HL CAPS INDUSTRIA LTDA,"Salto, São Paulo",24h,R$ 3 mil (fornecido pela empresa)
analista de dados,Analista de Dados Brasil Card Junior (Presencial),BRASIL CARD INSTITUICAO DE PAGAMENTOS LTDA,"Monte Belo, Minas Gerais",mais de 30 dias,R$ 7 mil (fornecido pela empresa)
analista de dados,Analista de Conteúdo [Pleno],Mercos,Trabalho remoto,4 dia(s),R$ 5 mil (fornecido pela empresa)
analista de dados,Analista de Dados Pl.,Santuário Nacional de Aparecida,"Aparecida, São Paulo",7 dia(s),R$ 6 mil (fornecido pela empresa)
analista de dados,Analista de Governança de Dados II - Destinada para Pessoas Negras,Lojas Renner,Trabalho remoto,20 dia(s),R$ 4 mil - R$ 5 mil (fornecido pela empresa)
analista de dados,ANALISTA DE DADOS,JSL,Guarulhos,mais de 30 dias,R$ 3 mil (fornecido pela empresa)
analista de dados,ANALISTA DE COMUNICAÇÃO JR.,ZINHO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,Ribeirão Preto,24h,R$ 4 mil - R$ 5 mil (fornecido pela empresa)
analista de dados,Analista Sr Prevenção de Perdas,RD Saúde,"São Paulo, São Paulo",mais de 30 dias,R$ 7 mil (fornecido pela empresa)
analista de dados,Analista de Dados Sênior,FAUSTO SERVIÇOS ESPECIALIZADOS,"Itajaí, Santa Catarina",6 dia(s),R$ 2 mil - R$ 6 mil (fornecido pela empresa)
analista de dados,Analista de Dados,STAFFER TALENTOS E TECNOLOGIA LTDA,"Lorena, São Paulo",26 dia(s),R$ 7 mil (fornecido pela empresa)
analista de dados,"Analista - Bacharel em Direito sem OAB - (Mediação, Administrativo)","LBCA - Lee, Brock, Camargo Advogados",Trabalho remoto,18 dia(s),R$ 3 mil (fornecido pela empresa)
analista de dados,Analista de Dados,Emive&CO,"Belo Horizonte, Minas Gerais",13 dia(s),R$ 5 mil (fornecido pela empresa)
analista de dados,Analista de Dados ETL,LOGIKS CONSULTORIA E SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA,"Brasília, Distrito Federal",mais de 30 dias,R$ 2 mil (fornecido pela empresa)
analista de dados,Analista de Relacionamento,spcgrafeno,"São Paulo, São Paulo",24h,R$ 2 mil (fornecido pela empresa)
analista de dados,Híbrida - ANALISTA DE DADOS (VR + Plano Médico) - Centro Cívico,Jobbol,Curitiba,4 dia(s),Não informado
analista de dados,ANALISTA DE DADOS PLENO,Temp.com,"Petrolina, Pernambuco",3 dia(s),Não informado
analista de dados,Analista de Desenvolvimento de Software Júnior,Serasa Experian,"São Paulo, São Paulo",6 dia(s),Não informado
analista de dados,Analista Digital CMS,Alelo,Trabalho remoto,5 dia(s),Não informado
analista de dados,Analista de Dados | QlikSense | Cresol Confederação (Presencial),Cresol Oficial,Francisco Beltrão,17 dia(s),Não informado
analista de dados,Analista de Dados II,AGROJEM,"Palmas, Tocantins",17 dia(s),Não informado
analista de dados,Analista de Dados PL,Success RH,Barueri,mais de 30 dias,Não informado
analista de dados,Analista de Infraestrutura Pleno,Yampi,Trabalho remoto,mais de 30 dias,Não informado
analista de dados,Analista de Infraestrutura de TI,Account Manager Jr,Trabalho remoto,mais de 30 dias,Não informado
analista de dados,Analista de Dados,MAIS CREDIT CONSULTORIA,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados,Analista de Dados e Ferramentas,GRUPO CORTEL SP,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados,Analista de Tesouraria Pleno (Fluxo de Caixa),Alelo,Barueri,21 dia(s),Não informado
analista de dados,Analista de Negócios - TI,DOT Group,Trabalho remoto,19 dia(s),Não informado
analista de dados,Analista de Dados,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE CURITIBA,Curitiba,24h,Não informado
analista de dados,Analista de eventos Produtor,Life n' Tech,"São Paulo, São Paulo",18 dia(s),Não informado
analista de dados,ANALISTA DE DADOS,SUPER GLOBO QUIMICA LTDA,Contagem,mais de 30 dias,Não informado
analista de dados,Analista de Dados,W1,"São Paulo, São Paulo",24 dia(s),Não informado
analista de dados,PESSOA ANALISTA DE BI JUNIOR,Suno United Creators,"São Paulo, São Paulo",18 dia(s),Não informado
analista de dados,Analista de Recursos Humanos | DP e R&S | Remoto,MESTRE SEO OTIMIZACAO DE SITES PARA FERRAMENTAS DE BUSCA LTD,"São Paulo, São Paulo",26 dia(s),Não informado
analista de dados,Analista de Relacionamento B2C (ALUNO) - N1,TMB,"São José dos Campos, São Paulo",4 dia(s),Não informado
analista de dados,Cientista de Dados Júnior,GOL Linhas Aéreas,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados,Analista de Sistemas Jr (Microsserviços),DXC Technology,Araraquara,4 dia(s),Não informado
analista de dados,Analista de Cobrança (Análise de Inadimplência),The Great Schools Platform,Trabalho remoto,27 dia(s),Não informado
analista de dados,Analista de Testes Automatizados Sênior,South System,Trabalho remoto,24h,Não informado
analista de dados,Analista de dados - Sênior,CR REMOÇÃO,"São Paulo, São Paulo",17 dia(s),Não informado
analista de dados,Analista de Business Intelligence -Power BI,Kinix Solutions,"São José dos Campos, São Paulo",4 dia(s),Não informado
analista de dados,Analista comecial- Dados,Atalaia Alimentos,"Barbacena, Minas Gerais",6 dia(s),Não informado
analista de dados,Analista de BI Júnior,Inspin,Barueri,mais de 30 dias,Não informado
analista de dados,Analista de Suporte ao Negócio Júnior - Capacitação,CEBRASPE,"Brasília, Distrito Federal",24h,Não informado
analista de dados,ANALISTA DE BUSINESS INTELLIGENCE - JR,KaBuM!,"Limeira, São Paulo",mais de 30 dias,Não informado
analista de dados,Analista Administrativo de Logística,TK ELEVADORES,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados,Analista de E-commerce,Gree Electric Appliances do Brasil Ltda,"São Paulo, São Paulo",6 dia(s),Não informado
analista de dados,Analista de Treinamento (CALL CENTER),TENDA ATACADO,Itaquaquecetuba,5 dia(s),Não informado
analista de dados,76133 - Analista de Processamento de Dados,NEOBPO,"São Paulo, São Paulo",4 dia(s),Não informado
analista de dados,Analista de Sistema,BOTAFOGO DE FUTEBOL E REGATAS,"Rio de Janeiro, Rio de Janeiro",12 dia(s),Não informado
analista de dados,Analista de Dados - BI,RADARFIT LICENCIAMENTO DE PROGRAMAS LTDA,"Belo Horizonte, Minas Gerais",mais de 30 dias,Não informado
analista de dados,Analista de PMO Pleno,Bureau Veritas do Brasil,"São Paulo, São Paulo",5 dia(s),Não informado
analista de dados,Analista de Sustentabilidade,Unicharm do Brasil,Jaguariúna,mais de 30 dias,Não informado
analista de dados,Analista de Dados,Portal de Compras Públicas,"Brasília, Distrito Federal",5 dia(s),Não informado
analista de dados,Analista de Negócios (B2C),Makasí,Trabalho remoto,12 dia(s),Não informado
analista de dados,Analista de TI Junior,Farol Indústria e Comércio SA,"Itajaí, Santa Catarina",25 dia(s),Não informado
analista de dados,Analista de Recursos Humanos,LEROY MERLIN BR,Taubaté,6 dia(s),Não informado
analista de dados,Analista de Dados Pleno,J&T EXPRESS,Contagem,24 dia(s),Não informado
analista de dados,Analista de Dados Sênior,Grupo Bachega,Barueri,27 dia(s),Não informado
analista de dados,Analista de Dados,Hospital Beneficência Portuguesa de São José do Rio Preto,"São José do Rio Preto, São Paulo",30 dia(s),Não informado
analista de dados,Analista de Monitoria e Qualidade,CREFISA E EMPRESAS PARCEIRAS,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados,Analista Sênior de Marketing de Performance,EBAC Online,Trabalho remoto,4 dia(s),Não informado
analista de dados,ANALISTA DE DADOS,MAIORH,Jaguariúna,mais de 30 dias,Não informado
analista de dados,Analista de Dados Sênior,Lefosse,"São Paulo, São Paulo",24h,Não informado
analista de dados,Analista de Segurança Patrimonial JR- Jacareí,Heineken International B.V.,"Jacareí, São Paulo",26 dia(s),Não informado
analista de dados,Analista Service Now Sênior,Alelo,Trabalho remoto,24 dia(s),Não informado
analista de dados,ANALISTA DE DADOS JR.,Locações Martins,"Brasília, Distrito Federal",6 dia(s),Não informado
analista de dados,Analista de Digital Analytics Sr com foco em dados,mazzatech,Trabalho remoto,4 dia(s),Não informado
analista de dados,Analista Jr CRM,RD Saúde,"São Paulo, São Paulo",24 dia(s),Não informado
analista de dados,Analista Pl de Operações Digitais,RD Saúde,"São Paulo, São Paulo",24h,Não informado
analista de dados,Analista Sr Planejamento Corporativo,RD Saúde,"São Paulo, São Paulo",27 dia(s),Não informado
analista de dados,Analista de Banco de Dados,Welcome The Future,"Salvador, Bahia",mais de 30 dias,Não informado
analista de dados,Analista de Gestão de Dados (Monitoramento),ARGUSIA COMERCIO DE SENSORES ELETRONICOS E SERVICOS LTDA,Oriximiná,mais de 30 dias,Não informado
analista de dados,SESI - Analista Técnico Educacional - Sup. de Tecnologias de Apoio à Aprendizagem | 466-2025,SESI SENAI SP,Ribeirão Preto,3 dia(s),Não informado
analista de dados,Analista de Expedição,Maua,"Mauá, São Paulo",6 dia(s),Não informado
analista de dados,Analista de Cadastro de Produtos Jr,MadeiraMadeira,Curitiba,6 dia(s),Não informado
analista de dados,Analista de Suporte a Softwares,Technoplus Soluções em TI,"São Paulo, São Paulo",21 dia(s),Não informado
analista de dados,Analista de Marketing Sênior- Segmento de Moda,Conexão Talento,Trabalho remoto,2 dia(s),Não informado
analista de dados,Analista de Dados SR,DATASIDE SOLUCOES EM DADOS LTDA,"São José dos Campos, São Paulo",24h,Não informado
analista de dados,Analista de BI - PL - OpusMultipla,OpusMúltipla,Trabalho remoto,12 dia(s),Não informado
analista de dados,Analista de Laboratório II - HSM Itaquera,Santa Marcelina Saúde,"São Paulo, São Paulo",21 dia(s),Não informado
analista de dados,ANALISTA DE BI/DADOS - Serra/ES,MILLENIUM COMERCIAL & LOGOP DO GMILL DISTRIBUICAO LTDA,"Serra, Espírito Santo",30 dia(s),Não informado
analista de dados,9413686 - Analista de Dados Jr.,Quality Digital,"Rio de Janeiro, Rio de Janeiro",3 dia(s),Não informado
analista de dados,Analista Privacidade e Proteção de Dados SR,PicPay,"São Paulo, São Paulo",14 dia(s),Não informado
analista de dados,Analista de Dados (TI),Oniverse,"São Paulo, São Paulo",14 dia(s),Não informado
analista de dados,Analista de Remuneração,Al.gestão de pessoas,"São Paulo, São Paulo",3 dia(s),Não informado
analista de dados,Analista de Melhoria Contínua,Seazone,Trabalho remoto,19 dia(s),Não informado
analista de dados,V20250601 - Analista Administrativo(a) I,Fundação de Apoio à Universidade de São Paulo - FUSP,"São Paulo, São Paulo",20 dia(s),Não informado
analista de dados,Analista de Dados para Compras,Prosperita Negocios,São João da Boa Vista,mais de 30 dias,Não informado
analista de dados,Analista de Qualidade Junior,GRUPO SADA,São Bernardo do Campo,3 dia(s),Não informado
analista de dados,ANALISTA DE LABORATÓRIO (ESPECTROMETRIA),GV DO BRASIL INDUSTRIA E COMERCIO DE ACO LTDA,Pindamonhangaba,5 dia(s),Não informado
analista de dados,Analista de Dados e Indicadores Júnior (Atendimento),Corporativo Grupo Casas Bahia,São Caetano do Sul,14 dia(s),Não informado
analista de dados,Analista de Customer Experience (CX) Sênior – Shop,PicPay,"São Paulo, São Paulo",3 dia(s),Não informado
analista de dados,Analista de Políticas de Crédito Pleno,Neon Pagamentos,Trabalho remoto,12 dia(s),Não informado
analista de dados,Analista de Recebimento,Loger Logística,"Sorocaba, São Paulo",mais de 30 dias,Não informado
analista de dados,Analista de RH Jr,VAGAS CONFIDENCIAIS,"Araras, São Paulo",18 dia(s),Não informado
analista de dados,Analista de Dados/Business Intellegence,WTA Negócios,Uberlândia,mais de 30 dias,Não informado
analista de dados,Analista de Business Intelligence Júnior (Vaga afirmativa para mulheres),iFood,Osasco,mais de 30 dias,Não informado
analista de dados,Analista Sênior de Remuneração - Pessoas & Cultura,will bank,,mais de 30 dias,Não informado
analista de dados,Pessoa Analista de Compliance Júnior,Grupo Suno,,17 dia(s),Não informado
analista de dados,Analista de Dados Pleno (Financeiro),Grupo Permaneo,"São Paulo, São Paulo",12 dia(s),Não informado
analista de dados,Analista de Dados Jr,JC LOGISTICA E TRANSPORTE LTDA,Contagem,mais de 30 dias,Não informado
analista de dados,Analista de QA Manual - Pleno,Tecnol Sistemas de Automação,"São Paulo, São Paulo",6 dia(s),Não informado
analista de dados,Analista de Planejamento Estratégico e M&A SR,Alelo,Barueri,6 dia(s),Não informado
analista de dados,ANALISTA DE DADOS I,Grupo Henry Schein Brasil,"Itapeva, Minas Gerais",mais de 30 dias,Não informado
analista de dados,Analista de Desenvolvimento BackEnd,CPQD,"Campinas, São Paulo",24h,Não informado
analista de dados,Analista de Suporte N1,Astrus Digital,Erechim,6 dia(s),Não informado
analista de dados,Analista de Qualidade,EMPREGGA,Mogi das Cruzes,4 dia(s),Não informado
analista de dados,Analista de Suporte JR (Ativação),Sighra Sistema Inovadores,"São Paulo, São Paulo",4 dia(s),Não informado
analista de dados,Girp - Analista de Dados II (Item 11),ACCERTH SERVICOS E TECNOLOGIA LTDA,"Rio de Janeiro, Rio de Janeiro",mais de 30 dias,Não informado
analista de dados,Analista de Dados,Amo Promo Eireli,"Belo Horizonte, Minas Gerais",17 dia(s),Não informado
analista de dados,Pessoa Analista de Dados,MJV Technology & Innovation,"São Paulo, São Paulo",17 dia(s),Não informado
analista de dados,Analista de Dados Sênior,Grupo Primo,Barueri,mais de 30 dias,Não informado
analista de dados,Analista de Negócios Júnior (com foco em dados),Bridge & Co.,"Rio de Janeiro, Rio de Janeiro",27 dia(s),Não informado
analista de dados,Analista de Tecnologia( Sistemas de Segurança),Bedin Consulting,Barueri,mais de 30 dias,Não informado
analista de dados,Analista de Dados Sênior,One Big Media Group,,mais de 30 dias,Não informado
analista de dados,Pessoa Analista de Banco de Dados - Híbrido,AGROTOOLS,"São José dos Campos, São Paulo",18 dia(s),Não informado
analista de dados,Analista de Crédito Junior,Grupo Pereira,"São Paulo, São Paulo",25 dia(s),Não informado
analista de dados,Analista de Qualidade Jr.,AM53,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados,Analista de Conteúdo,Grupo Malwee,"São Paulo, São Paulo",4 dia(s),Não informado
analista de dados,Analista - Suporte ao Cliente,E-INSCRICAO TECNOLOGIA E INOVACAO LTDA,Barueri,6 dia(s),Não informado
analista de dados,Analista de BI Pleno - Business Intelligence,Mycon,,5 dia(s),Não informado
analista de dados,Estagiário - Analista de Produto - CRM SaaS - GoVendas.com,goGeo,Goiânia,mais de 30 dias,Não informado
analista de dados,Analista de Dados,VISUS ENGENHARIA E SERVICOS LTDA,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados,Analista de Segurança Operacional Jr.,GOL Linhas Aéreas,"São Paulo, São Paulo",2 dia(s),Não informado
analista de dados,PESSOA ANALISTA DE SUSTENTAÇÃO JÚNIOR,B2e Group,,mais de 30 dias,Não informado
analista de dados,Analista de Dados,B3P Investimentos E Participações Ltd,Goiânia,mais de 30 dias,Não informado
analista de dados,Analista de Suporte ao Produto Pleno,VOLL,,13 dia(s),Não informado
analista de dados,Analista Jr CRM,RD Saúde,"São Paulo, São Paulo",24 dia(s),Não informado
analista de dados,Analista Sr Prevenção de Perdas,RD Saúde,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados,Analista Pl de Operações Digitais,RD Saúde,"São Paulo, São Paulo",24h,Não informado
analista de dados,Analista Sr Planejamento Corporativo,RD Saúde,"São Paulo, São Paulo",27 dia(s),Não informado
analista de dados,ANALISTA DE MARKETING PLENO III,UNYEAD EDUCACIONAL,Trabalho remoto,18 dia(s),Não informado
analista de dados,Analista de BI,SPIN PRICE OUTSOURCING LTDA,"São Paulo, São Paulo",4 dia(s),Não informado
analista de dados,Analista de Dados,Biosphera Agro Solutions,Londrina,mais de 30 dias,Não informado
analista de dados,ANALISTA DE DADOS SR,DHL,"São Paulo, São Paulo",14 dia(s),Não informado
analista de dados,Analista Ambiental,GRANLOTE URBANISMO S.A.,Barueri,5 dia(s),Não informado
analista de dados,Analista de Segurança do Trabalho,EQS ENGENHARIA,"Mariana, Minas Gerais",6 dia(s),Não informado
analista de dados,Analista de Dados Sênior,Kumulus,"São Paulo, São Paulo",18 dia(s),Não informado
analista de dados,Analista de Banco de Dados: Remoto Recife/PE e Rio de Janeiro/RJ,Source2IT,Barueri,mais de 30 dias,Não informado
analista de dados,Analista de dados Pleno (Florianópolis) - TD Business,TDBUSINESS LTDA,"Florianópolis, Santa Catarina",24 dia(s),Não informado
analista de dados,Analista de Dados,INSIGHT RH,"Brasília, Distrito Federal",18 dia(s),Não informado
analista de dados,Analista de Migração de Dados,Group Software,"Belo Horizonte, Minas Gerais",24 dia(s),Não informado
analista de dados,Analista Contábil Junior,VERT Capital,Trabalho remoto,6 dia(s),Não informado
analista de dados,Analista de Tecnologia da Informação Junior,MEGA PROMO MARKETING PROMOCIONAL EXPRESS LTDA,Barueri,mais de 30 dias,Não informado
analista de dados,Analista de Infraestrutura Jr.,Nexer,Barueri,4 dia(s),Não informado
analista de dados,Analista de Tecnologia da Informação,Auto Park,"Rio de Janeiro, Rio de Janeiro",mais de 30 dias,Não informado
analista de dados,ANALISTA DE MÍDIAS SOCIAIS,WSI Marketing Digital,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados,Analista de Transportes Sr. (Dados),Estoca,"São Paulo, São Paulo",11 dia(s),Não informado
analista de dados,Analista de Banco de Dados (Oracle),Pantheon,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados,Analista de Prevenção a Fraude - Júnior,frete.com,"São Paulo, São Paulo",mais de 30 dias,Não informado
