busca,titulo,empresa,local,publicado_ha,salario,titulo_tratado,nivel,cidade,estado,remoto,dias_publicado,faixa_dias,regiao,salario_valor,faixa_salarial
analista de dados,Analista de E-commerce,CASA DO FRENTISTA,Curitiba,7 dia(s),R$ 3 mil - R$ 5 mil (fornecido pela empresa),analista de e-commerce,não informado,Curitiba,PR,0.0,7,6 a 15 dias,Sul,4000.0,1k a 5k
analista de dados,Analista de PCP,Confidencial,"Campinas, São Paulo",7 dia(s),R$ 7 mil (fornecido pela empresa),analista de pcp,não informado,Campinas,SP,0.0,7,6 a 15 dias,Sudeste,7000.0,5k a 10k
analista de dados,Assistente de Suporte a Vendas Junior,Renov Solucoes,"São Paulo, São Paulo",mais de 30 dias,R$ 3 mil - R$ 4 mil (fornecido pela empresa),assistente de suporte a vendas junior,junior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,3500.0,1k a 5k
analista de dados,Analista de Relacionamento Operacional lll,Fretadão,Trabalho remoto,12 dia(s),R$ 5 mil (fornecido pela empresa),analista de relacionamento operacional lll,não informado,,,1.0,12,6 a 15 dias,Desconhecido,5000.0,1k a 5k
analista de dados,Analista de Suporte ao Cliente - TI - 100% Remoto,JUNGLE CONSULTORIA E SOLUCOES SOCIAIS LTDA,"Viçosa, Minas Gerais",12 dia(s),R$ 4 mil (fornecido pela empresa),analista de suporte ao cliente - ti - 100% remoto,não informado,Viçosa,MG,0.0,12,6 a 15 dias,Sudeste,4000.0,1k a 5k
analista de dados,Analista de Dados Jr.,Nomos - Melhores Investidores,Trabalho remoto,mais de 30 dias,R$ 3 mil - R$ 7 mil (fornecido pela empresa),analista de dados jr.,junior,,,1.0,31,mais de 30 dias,Desconhecido,5000.0,1k a 5k
analista de dados,Pessoa Analista de Dados (IA) Jr,Datum,Trabalho remoto,19 dia(s),R$ 4 mil (fornecido pela empresa),pessoa analista de dados (ia) jr,junior,,,1.0,19,16 a 30 dias,Desconhecido,4000.0,1k a 5k
analista de dados,Analista de Dados,Spassu Tecnologia,Trabalho remoto,20 dia(s),R$ 3 mil (fornecido pela empresa),analista de dados,não informado,,,1.0,20,16 a 30 dias,Desconhecido,3000.0,1k a 5k
analista de dados,CAS | Analista de Dados PL (Dados de Canais),Sicredi,Trabalho remoto,9 dia(s),R$ 4 mil - R$ 5 mil (fornecido pela empresa),cas | analista de dados pl (dados de canais),pleno,,,1.0,9,6 a 15 dias,Desconhecido,4500.0,1k a 5k
analista de dados,Analista de Dados Jr,+A Educação,Trabalho remoto,30 dia(s),R$ 5 mil (fornecido pela empresa),analista de dados jr,junior,,,1.0,30,16 a 30 dias,Desconhecido,5000.0,1k a 5k
analista de dados,Analista Pl de Operações Digitais,RD Saúde,"São Paulo, São Paulo",24h,R$ 5 mil (fornecido pela empresa),analista pl de operacoes digitais,pleno,São Paulo,SP,0.0,1,1 a 5 dias,Sudeste,5000.0,1k a 5k
analista de dados,Analista Sr Prevenção de Perdas,RD Saúde,"São Paulo, São Paulo",mais de 30 dias,R$ 7 mil (fornecido pela empresa),analista sr prevencao de perdas,senior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,7000.0,5k a 10k
analista de dados,Analista Sr Planejamento Corporativo,RD Saúde,"São Paulo, São Paulo",27 dia(s),R$ 3 mil (fornecido pela empresa),analista sr planejamento corporativo,pleno,São Paulo,SP,0.0,27,16 a 30 dias,Sudeste,3000.0,1k a 5k
analista de dados,Analista de Dados Jr (Genesis Gênomics),Grupo Fleury,"São Paulo, São Paulo",23 dia(s),R$ 9 mil - R$ 11 mil (fornecido pela empresa),analista de dados jr (genesis genomics),junior,São Paulo,SP,0.0,23,16 a 30 dias,Sudeste,10000.0,5k a 10k
analista de dados,Analista de Dados Jr,Smart NX,Trabalho remoto,mais de 30 dias,R$ 2 mil - R$ 3 mil (fornecido pela empresa),analista de dados jr,junior,,,1.0,31,mais de 30 dias,Desconhecido,2500.0,1k a 5k
analista de dados,Analista de Produtos Sr (PO),Alelo,Trabalho remoto,18 dia(s),R$ 4 mil - R$ 8 mil (fornecido pela empresa),analista de produtos sr (po),senior,,,1.0,18,16 a 30 dias,Desconhecido,6000.0,5k a 10k
analista de dados,Analista de Dados Júnior (Google e Facebook Ads),Culture Designer,Trabalho remoto,15 dia(s),R$ 3 mil - R$ 4 mil (fornecido pela empresa),analista de dados junior (google e facebook ads),junior,,,1.0,15,6 a 15 dias,Desconhecido,3500.0,1k a 5k
analista de dados,Analista de Dados (remoto),Fóton Informática,Trabalho remoto,mais de 30 dias,R$ 2 mil - R$ 3 mil (fornecido pela empresa),analista de dados (remoto),não informado,,,1.0,31,mais de 30 dias,Desconhecido,2500.0,1k a 5k
analista de dados,Analista de Dados,AllEasy,Trabalho remoto,mais de 30 dias,R$ 5 mil (fornecido pela empresa),analista de dados,não informado,,,1.0,31,mais de 30 dias,Desconhecido,5000.0,1k a 5k
analista de dados,Analista de Dados,Solfácil,Trabalho remoto,16 dia(s),R$ 4 mil - R$ 6 mil (fornecido pela empresa),analista de dados,não informado,,,1.0,16,16 a 30 dias,Desconhecido,5000.0,1k a 5k
analista de dados,Analista de Dados Júnior | Preço e Inventário,Globo,"São Paulo, São Paulo",3 dia(s),R$ 12 mil (fornecido pela empresa),analista de dados junior | preco e inventario,junior,São Paulo,SP,0.0,3,1 a 5 dias,Sudeste,12000.0,10k a 15k
analista de dados,Pessoa Analista de Dados Pleno,Atlas,Trabalho remoto,19 dia(s),R$ 4 mil - R$ 6 mil (fornecido pela empresa),pessoa analista de dados pleno,pleno,,,1.0,19,16 a 30 dias,Desconhecido,5000.0,1k a 5k
analista de dados,Analista de Dados – Excel & Power BI,Four Prime,Ribeirão Preto,25 dia(s),R$ 4 mil - R$ 5 mil (fornecido pela empresa),analista de dados  excel & power bi,não informado,Ribeirão Preto,SP,0.0,25,16 a 30 dias,Sudeste,4500.0,1k a 5k
analista de dados,Analista de Dados Pleno,Paciente 360,Trabalho remoto,3 dia(s),R$ 2 mil (fornecido pela empresa),analista de dados pleno,pleno,,,1.0,3,1 a 5 dias,Desconhecido,2000.0,1k a 5k
analista de dados,CAS | Analista de Prevenção a Fraudes Pleno - Foco em Estratégia e Dados,Sicredi,Trabalho remoto,5 dia(s),R$ 4 mil (fornecido pela empresa),cas | analista de prevencao a fraudes pleno - foco em estrategia e dados,pleno,,,1.0,5,1 a 5 dias,Desconhecido,4000.0,1k a 5k
analista de dados,Analista de Banco de Dados Jr,CALLFLEX SISTEMAS DIGITAIS LTDA,"São Paulo, São Paulo",mais de 30 dias,R$ 5 mil (fornecido pela empresa),analista de banco de dados jr,junior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,5000.0,1k a 5k
analista de dados,Analista de Atendimento Pleno,Líber,Trabalho remoto,3 dia(s),R$ 5 mil - R$ 6 mil (fornecido pela empresa),analista de atendimento pleno,pleno,,,1.0,3,1 a 5 dias,Desconhecido,5500.0,5k a 10k
analista de dados,Analista De Dados,D'PAULA INDÚSTRIA E COMÉRCIO LTDA,Barueri,26 dia(s),R$ 3 mil (fornecido pela empresa),analista de dados,não informado,Barueri,SP,0.0,26,16 a 30 dias,Sudeste,3000.0,1k a 5k
analista de dados,Pessoa Analista de Dados Pleno {QlikView},A3Data,Trabalho remoto,4 dia(s),R$ 8 mil (fornecido pela empresa),pessoa analista de dados pleno {qlikview},pleno,,,1.0,4,1 a 5 dias,Desconhecido,8000.0,5k a 10k
analista de dados,Analista de Dados Sênior,Bridge & Co.,Trabalho remoto,mais de 30 dias,R$ 3 mil (fornecido pela empresa),analista de dados senior,senior,,,1.0,31,mais de 30 dias,Desconhecido,3000.0,1k a 5k
analista de dados,Analista de Dados,Grupo Nolasco,Magé,13 dia(s),R$ 8 mil (fornecido pela empresa),analista de dados,não informado,Magé,RJ,0.0,13,6 a 15 dias,Sudeste,8000.0,5k a 10k
analista de dados,Analista de Dados Jr,"Zeny Eletrificação Rural, Urbana e Energia fotovoltaica",Juiz de Fora,6 dia(s),R$ 6 mil (fornecido pela empresa),analista de dados jr,junior,Juiz de Fora,MG,0.0,6,6 a 15 dias,Sudeste,6000.0,5k a 10k
analista de dados,Analista de Dados Pleno,Listo,Trabalho remoto,mais de 30 dias,R$ 10 mil (fornecido pela empresa),analista de dados pleno,pleno,,,1.0,31,mais de 30 dias,Desconhecido,10000.0,5k a 10k
analista de dados,Analista de testes - Pleno,DOT Group,Trabalho remoto,19 dia(s),R$ 2 mil (fornecido pela empresa),analista de testes - pleno,pleno,,,1.0,19,16 a 30 dias,Desconhecido,2000.0,1k a 5k
analista de dados,Analista de Dados - Edital 09/2025,FUNDACAO DE DESENVOLVIMENTO CIENTIFICO E CULTURAL,"Lavras, Minas Gerais",4 dia(s),R$ 2 mil (fornecido pela empresa),analista de dados - edital 09/2025,não informado,Lavras,MG,0.0,4,1 a 5 dias,Sudeste,2000.0,1k a 5k
analista de dados,Pessoa Analista de Dados Pleno,Akross,Trabalho remoto,5 dia(s),R$ 4 mil (fornecido pela empresa),pessoa analista de dados pleno,pleno,,,1.0,5,1 a 5 dias,Desconhecido,4000.0,1k a 5k
analista de dados,Analista de dados jr,Netvagas,Trabalho remoto,4 dia(s),R$ 4 mil - R$ 7 mil (fornecido pela empresa),analista de dados jr,junior,,,1.0,4,1 a 5 dias,Desconhecido,5500.0,5k a 10k
analista de dados,5728: Analista de Dados/BI Jr.,mazzatech,"São Paulo, São Paulo",17 dia(s),R$ 3 mil - R$ 4 mil (fornecido pela empresa),5728: analista de dados/bi jr.,junior,São Paulo,SP,0.0,17,16 a 30 dias,Sudeste,3500.0,1k a 5k
analista de dados,Analista de Requisitos,DOT Group,Trabalho remoto,28 dia(s),R$ 4 mil (fornecido pela empresa),analista de requisitos,não informado,,,1.0,28,16 a 30 dias,Desconhecido,4000.0,1k a 5k
analista de dados,Analista de Dados,GRUPO CRB,"Belo Horizonte, Minas Gerais",5 dia(s),R$ 3 mil (fornecido pela empresa),analista de dados,não informado,Belo Horizonte,MG,0.0,5,1 a 5 dias,Sudeste,3000.0,1k a 5k
analista de dados,Analista de Dados Pleno,Comerc Energia,Trabalho remoto,mais de 30 dias,R$ 4 mil - R$ 5 mil (fornecido pela empresa),analista de dados pleno,pleno,,,1.0,31,mais de 30 dias,Desconhecido,4500.0,1k a 5k
analista de dados,Analista de Dados,iLean Gestão de Resultados,Vespasiano,6 dia(s),R$ 4 mil (fornecido pela empresa),analista de dados,não informado,Vespasiano,MG,0.0,6,6 a 15 dias,Sudeste,4000.0,1k a 5k
analista de dados,Analista de Banco de Dados,TO Brasil,Trabalho remoto,24 dia(s),R$ 4 mil - R$ 5 mil (fornecido pela empresa),analista de banco de dados,não informado,,,1.0,24,16 a 30 dias,Desconhecido,4500.0,1k a 5k
analista de dados,Analista de Operações Júnior,Intera,Trabalho remoto,18 dia(s),R$ 4 mil - R$ 5 mil (fornecido pela empresa),analista de operacoes junior,junior,,,1.0,18,16 a 30 dias,Desconhecido,4500.0,1k a 5k
analista de dados,18C2: Analista de Dados Sênior,mazzatech,Trabalho remoto,17 dia(s),R$ 6 mil (fornecido pela empresa),18c2: analista de dados senior,senior,,,1.0,17,16 a 30 dias,Desconhecido,6000.0,5k a 10k
analista de dados,Analista de Sucesso do Cliente Jr. (Planejamento),Omie,Trabalho remoto,4 dia(s),R$ 3 mil (fornecido pela empresa),analista de sucesso do cliente jr. (planejamento),junior,,,1.0,4,1 a 5 dias,Desconhecido,3000.0,1k a 5k
analista de dados,ANALISTA DE DADOS JR #1040,RHF Estadual Campinas – Parque Prado/SP,"Campinas, São Paulo",3 dia(s),R$ 7 mil (fornecido pela empresa),analista de dados jr #1040,junior,Campinas,SP,0.0,3,1 a 5 dias,Sudeste,7000.0,5k a 10k
analista de dados,Analista de Dados Jr - Flytour Business Travel - BeFly,BeFly,"São Paulo, São Paulo",6 dia(s),R$ 4 mil (fornecido pela empresa),analista de dados jr - flytour business travel - befly,junior,São Paulo,SP,0.0,6,6 a 15 dias,Sudeste,4000.0,1k a 5k
analista de dados,Analista de Dados | BI,Animal Marketing,Trabalho remoto,mais de 30 dias,R$ 4 mil (fornecido pela empresa),analista de dados | bi,não informado,,,1.0,31,mais de 30 dias,Desconhecido,4000.0,1k a 5k
analista de dados,Analista de Dados Junior,GRUPO CARRERA,"São Paulo, São Paulo",mais de 30 dias,R$ 6 mil (fornecido pela empresa),analista de dados junior,junior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,6000.0,5k a 10k
analista de dados,ANALISTA DE DADOS,Associacao Adventista Norte Brasileira de Prevencao e Assistencia a Saude,"Belém, Pará",24 dia(s),R$ 10 mil (fornecido pela empresa),analista de dados,não informado,Belém,PA,0.0,24,16 a 30 dias,Norte,10000.0,5k a 10k
analista de dados,Analista de Dados - Power BI,Target Sistemas,"São Paulo, São Paulo",11 dia(s),R$ 2 mil - R$ 10 mil (fornecido pela empresa),analista de dados - power bi,não informado,São Paulo,SP,0.0,11,6 a 15 dias,Sudeste,6000.0,5k a 10k
analista de dados,Analista de Dados Sr.,Medway,Trabalho remoto,10 dia(s),R$ 3 mil (fornecido pela empresa),analista de dados sr.,senior,,,1.0,10,6 a 15 dias,Desconhecido,3000.0,1k a 5k
analista de dados,ANALISTA DE DADOS JÚNIOR,INCICLE SISTEMAS,"São José dos Campos, São Paulo",2 dia(s),R$ 5 mil (fornecido pela empresa),analista de dados junior,junior,São José dos Campos,SP,0.0,2,1 a 5 dias,Sudeste,5000.0,1k a 5k
analista de dados,Analista de Powe BI Jr,TOPMIND,"São Paulo, São Paulo",mais de 30 dias,R$ 4 mil - R$ 5 mil (fornecido pela empresa),analista de powe bi jr,junior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,4500.0,1k a 5k
analista de dados,Analista de Dados | Junior,Quero Educação,"São José dos Campos, São Paulo",mais de 30 dias,R$ 3 mil (fornecido pela empresa),analista de dados | junior,junior,São José dos Campos,SP,0.0,31,mais de 30 dias,Sudeste,3000.0,1k a 5k
analista de dados,Analista de BI e Dados,norte marketing,"São Paulo, São Paulo",7 dia(s),R$ 5 mil (fornecido pela empresa),analista de bi e dados,não informado,São Paulo,SP,0.0,7,6 a 15 dias,Sudeste,5000.0,1k a 5k
analista de dados,Analista de Dados,Hospital Ernesto Dornelles,Porto Alegre,24h,R$ 7 mil (fornecido pela empresa),analista de dados,não informado,Porto Alegre,RS,0.0,1,1 a 5 dias,Sul,7000.0,5k a 10k
analista de dados,Pessoa Analista de Suporte em Licitações,Effecti,Trabalho remoto,mais de 30 dias,R$ 3 mil - R$ 4 mil (fornecido pela empresa),pessoa analista de suporte em licitacoes,não informado,,,1.0,31,mais de 30 dias,Desconhecido,3500.0,1k a 5k
analista de dados,Analista de Dados - BI,EGE SOLUCOES LTDA,Jundiaí,mais de 30 dias,R$ 4 mil - R$ 5 mil (fornecido pela empresa),analista de dados - bi,não informado,Jundiaí,SP,0.0,31,mais de 30 dias,Sudeste,4500.0,1k a 5k
analista de dados,Analista Comercial - Atendimento Veículos,Itaú Unibanco,Trabalho remoto,17 dia(s),R$ 4 mil (fornecido pela empresa),analista comercial - atendimento veiculos,não informado,,,1.0,17,16 a 30 dias,Desconhecido,4000.0,1k a 5k
analista de dados,ANALISTA DE COMPRAS SÊNIOR - HOME OFFICE - 91228,Divulga Vagas Consultoria,Itu,3 dia(s),R$ 6 mil - R$ 7 mil (fornecido pela empresa),analista de compras senior - home office - 91228,senior,Itu,SP,0.0,3,1 a 5 dias,Sudeste,6500.0,5k a 10k
analista de dados,Analista de Dados,Anjos Business,Alphaville,24 dia(s),R$ 3 mil (fornecido pela empresa),analista de dados,não informado,Alphaville,,0.0,24,16 a 30 dias,Desconhecido,3000.0,1k a 5k
analista de dados,Analista de Dados,Youdata,"São Paulo, São Paulo",12 dia(s),R$ 20 mil (fornecido pela empresa),analista de dados,não informado,São Paulo,SP,0.0,12,6 a 15 dias,Sudeste,20000.0,Acima de 15k
analista de dados,Analista de Dados Júnior,Credits Brasil Gestão e Inteligência de Dados,"São Paulo, São Paulo",mais de 30 dias,R$ 4 mil (fornecido pela empresa),analista de dados junior,junior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,4000.0,1k a 5k
analista de dados,Analista Ambiental Junior - Relacionamento com a Comunidade,Clam,Trabalho remoto,2 dia(s),R$ 3 mil (fornecido pela empresa),analista ambiental junior - relacionamento com a comunidade,junior,,,1.0,2,1 a 5 dias,Desconhecido,3000.0,1k a 5k
analista de dados,Analista de Crédito - FOCO em DADOS - Florianópolis/SC,Transpocred,Trabalho remoto,24h,R$ 8 mil (fornecido pela empresa),analista de credito - foco em dados - florianopolis/sc,não informado,,,1.0,1,1 a 5 dias,Desconhecido,8000.0,5k a 10k
analista de dados,Assistente / Analista de Atendimento,CREFISA E EMPRESAS PARCEIRAS,Caicó,mais de 30 dias,R$ 4 mil (fornecido pela empresa),assistente / analista de atendimento,não informado,Caicó,RN,0.0,31,mais de 30 dias,Nordeste,4000.0,1k a 5k
analista de dados,Analista de dados,Loccitane au Bresil,"São Paulo, São Paulo",mais de 30 dias,R$ 2 mil - R$ 3 mil (fornecido pela empresa),analista de dados,não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,2500.0,1k a 5k
analista de dados,Analista de Integrações e Inteligência de Dados,D2W,"Piracicaba, São Paulo",25 dia(s),R$ 8 mil (fornecido pela empresa),analista de integracoes e inteligencia de dados,não informado,Piracicaba,SP,0.0,25,16 a 30 dias,Sudeste,8000.0,5k a 10k
analista de dados,Analista de Atendimento Júnior,Serasa Experian,"São Carlos, São Paulo",5 dia(s),R$ 4 mil (fornecido pela empresa),analista de atendimento junior,junior,São Carlos,SP,0.0,5,1 a 5 dias,Sudeste,4000.0,1k a 5k
analista de dados,Analista de Dados Jr,Express Log,"Campinas, São Paulo",26 dia(s),R$ 4 mil - R$ 5 mil (fornecido pela empresa),analista de dados jr,junior,Campinas,SP,0.0,26,16 a 30 dias,Sudeste,4500.0,1k a 5k
analista de dados,Analista de Dados & Indicadores Senior,Digisystem,Trabalho remoto,24h,R$ 6 mil (fornecido pela empresa),analista de dados & indicadores senior,senior,,,1.0,1,1 a 5 dias,Desconhecido,6000.0,5k a 10k
analista de dados,Analista de Dados Pl,Cibra,Trabalho remoto,4 dia(s),R$ 3 mil (fornecido pela empresa),analista de dados pl,pleno,,,1.0,4,1 a 5 dias,Desconhecido,3000.0,1k a 5k
analista de dados,Analista/consultor de Negócios - Caieiras/ SP,CREFISA E EMPRESAS PARCEIRAS,Caieiras,mais de 30 dias,R$ 3 mil (fornecido pela empresa),analista/consultor de negocios - caieiras/ sp,não informado,Caieiras,SP,0.0,31,mais de 30 dias,Sudeste,3000.0,1k a 5k
analista de dados,Analista de Dados,IMPLY TECNOLOGIA ELETRÔNICA,Santa Cruz do Sul,2 dia(s),R$ 3 mil (fornecido pela empresa),analista de dados,não informado,Santa Cruz do Sul,RS,0.0,2,1 a 5 dias,Sul,3000.0,1k a 5k
analista de dados,Analista de Viabilidade - Orçamentos,Seazone,Trabalho remoto,5 dia(s),R$ 2 mil (fornecido pela empresa),analista de viabilidade - orcamentos,não informado,,,1.0,5,1 a 5 dias,Desconhecido,2000.0,1k a 5k
analista de dados,Analista de Dados,LLZ GARANTIDORA,"Belo Horizonte, Minas Gerais",24 dia(s),R$ 5 mil - R$ 8 mil (fornecido pela empresa),analista de dados,não informado,Belo Horizonte,MG,0.0,24,16 a 30 dias,Sudeste,6500.0,5k a 10k
analista de dados,Analista de Dados,Simas Logística,Vespasiano,6 dia(s),R$ 3 mil (fornecido pela empresa),analista de dados,não informado,Vespasiano,MG,0.0,6,6 a 15 dias,Sudeste,3000.0,1k a 5k
analista de dados,Analista de Suporte Junior,Inbrands,"São Paulo, São Paulo",4 dia(s),R$ 9 mil (fornecido pela empresa),analista de suporte junior,junior,São Paulo,SP,0.0,4,1 a 5 dias,Sudeste,9000.0,5k a 10k
analista de dados,Analista de Dados/BI Jr,DIGITIZEI INFORMATICA LTDA,"São Paulo, São Paulo",mais de 30 dias,R$ 6 mil - R$ 8 mil (fornecido pela empresa),analista de dados/bi jr,junior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,7000.0,5k a 10k
analista de dados,Analista de Projetos III,Grupo Boticário,Trabalho remoto,6 dia(s),R$ 4 mil - R$ 5 mil (fornecido pela empresa),analista de projetos iii,não informado,,,1.0,6,6 a 15 dias,Desconhecido,4500.0,1k a 5k
analista de dados,Analista de Threat Intelligence (foco em MISP),#VEMPRAIT4US,Trabalho remoto,24h,R$ 2 mil (fornecido pela empresa),analista de threat intelligence (foco em misp),não informado,,,1.0,1,1 a 5 dias,Desconhecido,2000.0,1k a 5k
analista de dados,Analista de Dados (Martech),WEBJUMP,Trabalho remoto,11 dia(s),R$ 5 mil - R$ 6 mil (fornecido pela empresa),analista de dados (martech),não informado,,,1.0,11,6 a 15 dias,Desconhecido,5500.0,5k a 10k
analista de dados,Analista de Dados Sr,Pmweb,Trabalho remoto,4 dia(s),R$ 4 mil (fornecido pela empresa),analista de dados sr,senior,,,1.0,4,1 a 5 dias,Desconhecido,4000.0,1k a 5k
analista de dados,Analista de Dados Pleno(a) - QlikSense,BIX Tecnologia - Consultoria de Dados,Trabalho remoto,mais de 30 dias,R$ 6 mil (fornecido pela empresa),analista de dados pleno(a) - qliksense,pleno,,,1.0,31,mais de 30 dias,Desconhecido,6000.0,5k a 10k
analista de dados,Analista de Dados,RHF CAMPINAS/Mansões - SP,Indaiatuba,mais de 30 dias,R$ 2 mil (fornecido pela empresa),analista de dados,não informado,Indaiatuba,SP,0.0,31,mais de 30 dias,Sudeste,2000.0,1k a 5k
analista de dados,Analista de Processos Operacionais,Somma RH,Hortolândia,28 dia(s),R$ 8 mil - R$ 10 mil (fornecido pela empresa),analista de processos operacionais,não informado,Hortolândia,SP,0.0,28,16 a 30 dias,Sudeste,9000.0,5k a 10k
analista de dados,Analista de Dados PL,LEROY MERLIN BR,"São Paulo, São Paulo",4 dia(s),R$ 3 mil - R$ 8 mil (fornecido pela empresa),analista de dados pl,pleno,São Paulo,SP,0.0,4,1 a 5 dias,Sudeste,5500.0,5k a 10k
analista de dados,Analista de Controles Internos Pleno,Conta Azul,Trabalho remoto,7 dia(s),R$ 4 mil (fornecido pela empresa),analista de controles internos pleno,pleno,,,1.0,7,6 a 15 dias,Desconhecido,4000.0,1k a 5k
analista de dados,Analista de Dados,Univali,"Itajaí, Santa Catarina",12 dia(s),R$ 3 mil (fornecido pela empresa),analista de dados,não informado,Itajaí,SC,0.0,12,6 a 15 dias,Sul,3000.0,1k a 5k
analista de dados,Analista de Suporte Pleno,MAMTECH TECNOLOGIA,"Rio de Janeiro, Rio de Janeiro",24h,R$ 4 mil - R$ 5 mil (fornecido pela empresa),analista de suporte pleno,pleno,Rio de Janeiro,RJ,0.0,1,1 a 5 dias,Sudeste,4500.0,1k a 5k
analista de dados,Analista de Engenharia de Dados Júnior,Serasa Experian,"São Carlos, São Paulo",24 dia(s),R$ 6 mil (fornecido pela empresa),analista de engenharia de dados junior,junior,São Carlos,SP,0.0,24,16 a 30 dias,Sudeste,6000.0,5k a 10k
analista de dados,Analista de Suporte JR,Riachuelo,"São Paulo, São Paulo",3 dia(s),R$ 2 mil - R$ 7 mil (fornecido pela empresa),analista de suporte jr,junior,São Paulo,SP,0.0,3,1 a 5 dias,Sudeste,4500.0,1k a 5k
analista de dados,ANALISTA DE DADOS,ICCAP IMPLEMENTOS RODOVIARIOS LTDA,"Campo Grande, Mato Grosso do Sul",mais de 30 dias,R$ 6 mil (fornecido pela empresa),analista de dados,não informado,Campo Grande,MS,0.0,31,mais de 30 dias,Centro-Oeste,6000.0,5k a 10k
analista de dados,Analista de Dados,YAPP,"Belo Horizonte, Minas Gerais",7 dia(s),R$ 8 mil (fornecido pela empresa),analista de dados,não informado,Belo Horizonte,MG,0.0,7,6 a 15 dias,Sudeste,8000.0,5k a 10k
analista de dados,Analista de Dados - Dados Mestres JR/PL,Meta,Curitiba,24h,R$ 5 mil (fornecido pela empresa),analista de dados - dados mestres jr/pl,junior,Curitiba,PR,0.0,1,1 a 5 dias,Sul,5000.0,1k a 5k
analista de dados,Analista de Planejamento Jr (Dados),Magazine Luiza,"São Paulo, São Paulo",2 dia(s),R$ 4 mil (fornecido pela empresa),analista de planejamento jr (dados),junior,São Paulo,SP,0.0,2,1 a 5 dias,Sudeste,4000.0,1k a 5k
analista de dados,Analista de Comunicação Estratégica,Alvarez and Marsal,Trabalho remoto,4 dia(s),R$ 4 mil (fornecido pela empresa),analista de comunicacao estrategica,não informado,,,1.0,4,1 a 5 dias,Desconhecido,4000.0,1k a 5k
analista de dados,Analista de Produtos Sr (Product Owner),Alelo,Barueri,28 dia(s),R$ 3 mil (fornecido pela empresa),analista de produtos sr (product owner),senior,Barueri,SP,0.0,28,16 a 30 dias,Sudeste,3000.0,1k a 5k
analista de dados,Analista de Engenharia de Dados Júnior,Serasa,"São Paulo, São Paulo",24 dia(s),R$ 6 mil (fornecido pela empresa),analista de engenharia de dados junior,junior,São Paulo,SP,0.0,24,16 a 30 dias,Sudeste,6000.0,5k a 10k
analista de dados,Analista de Dados,GBIER- DISTRIBUIDORA DE BEBIDAS LTDA,"Recife, Pernambuco",mais de 30 dias,R$ 6 mil - R$ 8 mil (fornecido pela empresa),analista de dados,não informado,Recife,PE,0.0,31,mais de 30 dias,Nordeste,7000.0,5k a 10k
analista de dados,ANALISTA DE DADOS INFORMAÇÕES GERENCIAIS PLENO,Vik Tech and Services,"São Paulo, São Paulo",mais de 30 dias,R$ 4 mil (fornecido pela empresa),analista de dados informacoes gerenciais pleno,pleno,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,4000.0,1k a 5k
analista de dados,ANALISTA DE DADOS OPERACIONAIS DE USINAS EÓLICAS - PRESTADOR(A) DE SERVIÇOS,Divulga Vagas Consultoria,Icapuí,3 dia(s),R$ 4 mil (fornecido pela empresa),analista de dados operacionais de usinas eolicas - prestador(a) de servicos,não informado,Icapuí,CE,0.0,3,1 a 5 dias,Nordeste,4000.0,1k a 5k
analista de dados,Analista de Dados Jr,LOJA FERRAMENTAS KENNEDY REBOUÇAS,Curitiba,10 dia(s),R$ 5 mil (fornecido pela empresa),analista de dados jr,junior,Curitiba,PR,0.0,10,6 a 15 dias,Sul,5000.0,1k a 5k
analista de dados,Analista de Dados,Brivia,Trabalho remoto,mais de 30 dias,R$ 3 mil (fornecido pela empresa),analista de dados,não informado,,,1.0,31,mais de 30 dias,Desconhecido,3000.0,1k a 5k
analista de dados,Analista de Roteirização III,Fretadão,Trabalho remoto,17 dia(s),R$ 5 mil - R$ 8 mil (fornecido pela empresa),analista de roteirizacao iii,não informado,,,1.0,17,16 a 30 dias,Desconhecido,6500.0,5k a 10k
analista de dados,Analista Desenvolvedor Power BI Junior - 16629,Grupo Taking,Trabalho remoto,12 dia(s),R$ 6 mil (fornecido pela empresa),analista desenvolvedor power bi junior - 16629,junior,,,1.0,12,6 a 15 dias,Desconhecido,6000.0,5k a 10k
analista de dados,Analista de desenvolvimento de Sistemas,PREMIER LOGISTICS,Ipojuca,mais de 30 dias,R$ 3 mil (fornecido pela empresa),analista de desenvolvimento de sistemas,não informado,Ipojuca,PE,0.0,31,mais de 30 dias,Nordeste,3000.0,1k a 5k
analista de dados,Analista de Meio Ambiente II,M. Dias Branco,"Queimados, Rio de Janeiro",2 dia(s),R$ 4 mil - R$ 5 mil (fornecido pela empresa),analista de meio ambiente ii,não informado,Queimados,RJ,0.0,2,1 a 5 dias,Sudeste,4500.0,1k a 5k
